c FILE: m250-50-2.dat
c
c AUTHOR: Marcelo de Souza
c
c DESCRIPTION: This is a random graph with 250 vertices.
c   Each of pair of vertices are made adjacent with probability p = 0.5.
c   The random seed used for its generation was 2156666421.
c
c May 7th, 2019
c
p edge 250 15465
e 1 5
e 1 7
e 1 8
e 1 9
e 1 10
e 1 14
e 1 16
e 1 17
e 1 20
e 1 22
e 1 23
e 1 25
e 1 27
e 1 28
e 1 29
e 1 32
e 1 33
e 1 34
e 1 36
e 1 37
e 1 38
e 1 39
e 1 40
e 1 41
e 1 43
e 1 44
e 1 46
e 1 48
e 1 49
e 1 50
e 1 51
e 1 53
e 1 54
e 1 55
e 1 59
e 1 62
e 1 63
e 1 64
e 1 67
e 1 69
e 1 72
e 1 73
e 1 76
e 1 79
e 1 80
e 1 82
e 1 84
e 1 86
e 1 91
e 1 94
e 1 96
e 1 97
e 1 98
e 1 99
e 1 100
e 1 106
e 1 110
e 1 112
e 1 114
e 1 117
e 1 121
e 1 122
e 1 124
e 1 126
e 1 128
e 1 130
e 1 131
e 1 133
e 1 134
e 1 135
e 1 140
e 1 141
e 1 143
e 1 144
e 1 145
e 1 147
e 1 150
e 1 152
e 1 157
e 1 159
e 1 161
e 1 167
e 1 172
e 1 174
e 1 176
e 1 181
e 1 182
e 1 183
e 1 184
e 1 186
e 1 192
e 1 193
e 1 194
e 1 196
e 1 202
e 1 203
e 1 204
e 1 208
e 1 211
e 1 212
e 1 214
e 1 215
e 1 222
e 1 224
e 1 225
e 1 226
e 1 227
e 1 230
e 1 231
e 1 232
e 1 233
e 1 234
e 1 235
e 1 236
e 1 237
e 1 240
e 1 244
e 1 245
e 2 5
e 2 7
e 2 10
e 2 16
e 2 20
e 2 21
e 2 23
e 2 24
e 2 25
e 2 28
e 2 29
e 2 30
e 2 31
e 2 33
e 2 34
e 2 35
e 2 37
e 2 41
e 2 42
e 2 43
e 2 44
e 2 52
e 2 54
e 2 55
e 2 56
e 2 57
e 2 58
e 2 60
e 2 61
e 2 63
e 2 64
e 2 67
e 2 68
e 2 71
e 2 72
e 2 73
e 2 74
e 2 77
e 2 78
e 2 79
e 2 80
e 2 81
e 2 84
e 2 85
e 2 87
e 2 89
e 2 90
e 2 97
e 2 98
e 2 102
e 2 103
e 2 104
e 2 106
e 2 107
e 2 108
e 2 112
e 2 113
e 2 114
e 2 115
e 2 118
e 2 122
e 2 125
e 2 126
e 2 127
e 2 130
e 2 131
e 2 134
e 2 135
e 2 136
e 2 139
e 2 140
e 2 141
e 2 143
e 2 144
e 2 146
e 2 147
e 2 148
e 2 150
e 2 153
e 2 154
e 2 166
e 2 167
e 2 168
e 2 170
e 2 171
e 2 172
e 2 176
e 2 178
e 2 180
e 2 181
e 2 182
e 2 184
e 2 187
e 2 189
e 2 190
e 2 191
e 2 192
e 2 193
e 2 196
e 2 197
e 2 198
e 2 199
e 2 200
e 2 202
e 2 203
e 2 205
e 2 206
e 2 210
e 2 211
e 2 213
e 2 214
e 2 215
e 2 216
e 2 220
e 2 224
e 2 227
e 2 229
e 2 232
e 2 235
e 2 236
e 2 238
e 2 239
e 2 240
e 2 243
e 2 245
e 3 5
e 3 6
e 3 7
e 3 8
e 3 9
e 3 10
e 3 11
e 3 15
e 3 16
e 3 18
e 3 20
e 3 25
e 3 26
e 3 27
e 3 28
e 3 29
e 3 33
e 3 34
e 3 40
e 3 44
e 3 46
e 3 47
e 3 48
e 3 51
e 3 54
e 3 60
e 3 61
e 3 62
e 3 63
e 3 66
e 3 67
e 3 70
e 3 71
e 3 73
e 3 74
e 3 76
e 3 77
e 3 80
e 3 81
e 3 83
e 3 85
e 3 86
e 3 87
e 3 90
e 3 92
e 3 96
e 3 97
e 3 99
e 3 100
e 3 103
e 3 104
e 3 108
e 3 109
e 3 110
e 3 112
e 3 118
e 3 119
e 3 125
e 3 126
e 3 127
e 3 130
e 3 132
e 3 133
e 3 134
e 3 135
e 3 136
e 3 138
e 3 139
e 3 140
e 3 142
e 3 144
e 3 146
e 3 147
e 3 148
e 3 149
e 3 150
e 3 155
e 3 157
e 3 158
e 3 163
e 3 164
e 3 168
e 3 170
e 3 171
e 3 174
e 3 176
e 3 178
e 3 180
e 3 182
e 3 183
e 3 184
e 3 187
e 3 188
e 3 189
e 3 190
e 3 192
e 3 194
e 3 195
e 3 197
e 3 199
e 3 200
e 3 201
e 3 203
e 3 204
e 3 205
e 3 206
e 3 207
e 3 208
e 3 209
e 3 210
e 3 212
e 3 213
e 3 214
e 3 215
e 3 216
e 3 218
e 3 220
e 3 221
e 3 224
e 3 226
e 3 227
e 3 228
e 3 229
e 3 234
e 3 236
e 3 240
e 3 241
e 3 243
e 3 244
e 3 245
e 3 246
e 3 249
e 4 5
e 4 7
e 4 8
e 4 11
e 4 13
e 4 15
e 4 16
e 4 18
e 4 22
e 4 26
e 4 31
e 4 32
e 4 33
e 4 35
e 4 36
e 4 37
e 4 39
e 4 41
e 4 45
e 4 46
e 4 47
e 4 48
e 4 52
e 4 53
e 4 56
e 4 59
e 4 61
e 4 62
e 4 64
e 4 68
e 4 69
e 4 74
e 4 81
e 4 86
e 4 90
e 4 93
e 4 94
e 4 95
e 4 96
e 4 98
e 4 102
e 4 104
e 4 106
e 4 110
e 4 112
e 4 113
e 4 116
e 4 120
e 4 124
e 4 126
e 4 129
e 4 137
e 4 139
e 4 140
e 4 141
e 4 143
e 4 144
e 4 146
e 4 149
e 4 151
e 4 152
e 4 153
e 4 155
e 4 157
e 4 158
e 4 159
e 4 162
e 4 168
e 4 171
e 4 173
e 4 175
e 4 177
e 4 179
e 4 184
e 4 186
e 4 187
e 4 189
e 4 191
e 4 193
e 4 198
e 4 201
e 4 203
e 4 205
e 4 206
e 4 207
e 4 209
e 4 210
e 4 211
e 4 213
e 4 215
e 4 216
e 4 217
e 4 219
e 4 220
e 4 224
e 4 225
e 4 226
e 4 227
