c FILE: m1000-10-1.dat
c
c AUTHOR: Marcelo de Souza
c
c DESCRIPTION: This is a random graph with 1000 vertices.
c   Each of pair of vertices are made adjacent with probability p = 0.1.
c   The random seed used for its generation was 4388787699.
c
c May 7th, 2019
c
p edge 1000 49713
e 1 5
e 1 21
e 1 28
e 1 59
e 1 68
e 1 77
e 1 80
e 1 101
e 1 108
e 1 111
e 1 120
e 1 128
e 1 131
e 1 134
e 1 138
e 1 163
e 1 188
e 1 204
e 1 210
e 1 237
e 1 241
e 1 247
e 1 254
e 1 261
e 1 282
e 1 303
e 1 319
e 1 324
e 1 330
e 1 334
e 1 335
e 1 351
e 1 366
e 1 373
e 1 384
e 1 386
e 1 387
e 1 394
e 1 408
e 1 418
e 1 419
e 1 425
e 1 432
e 1 434
e 1 436
e 1 466
e 1 483
e 1 494
e 1 500
e 1 542
e 1 566
e 1 580
e 1 620
e 1 639
e 1 644
e 1 648
e 1 649
e 1 677
e 1 679
e 1 685
e 1 691
e 1 695
e 1 696
e 1 702
e 1 705
e 1 710
e 1 717
e 1 722
e 1 741
e 1 752
e 1 753
e 1 760
e 1 767
e 1 787
e 1 799
e 1 817
e 1 819
e 1 821
e 1 828
e 1 837
e 1 844
e 1 854
e 1 875
e 1 878
e 1 883
e 1 888
e 1 930
e 1 931
e 1 939
e 1 955
e 1 959
e 1 986
e 1 991
e 1 993
e 1 1000
e 2 5
e 2 16
e 2 34
e 2 36
e 2 46
e 2 55
e 2 56
e 2 62
e 2 66
e 2 68
e 2 74
e 2 89
e 2 97
e 2 99
e 2 121
e 2 124
e 2 128
e 2 160
e 2 171
e 2 174
e 2 179
e 2 182
e 2 187
e 2 194
e 2 195
e 2 196
e 2 198
e 2 201
e 2 210
e 2 211
e 2 227
e 2 252
e 2 257
e 2 285
e 2 293
e 2 298
e 2 309
e 2 322
e 2 324
e 2 340
e 2 348
e 2 352
e 2 364
e 2 380
e 2 401
e 2 416
e 2 423
e 2 433
e 2 434
e 2 436
e 2 449
e 2 466
e 2 492
e 2 493
e 2 501
e 2 508
e 2 513
e 2 545
e 2 562
e 2 588
e 2 596
e 2 602
e 2 604
e 2 609
e 2 627
e 2 632
e 2 641
e 2 676
e 2 680
e 2 687
e 2 697
e 2 703
e 2 707
e 2 723
e 2 734
e 2 755
e 2 760
e 2 775
e 2 817
e 2 825
e 2 842
e 2 848
e 2 884
e 2 887
e 2 890
e 2 892
e 2 899
e 2 900
e 2 913
e 2 918
e 2 929
e 2 932
e 2 933
e 2 935
e 2 942
e 2 951
e 2 953
e 2 968
e 2 977
e 2 984
e 2 987
e 3 16
e 3 21
e 3 27
e 3 48
e 3 55
e 3 59
e 3 63
e 3 64
e 3 88
e 3 109
e 3 110
e 3 127
e 3 133
e 3 135
e 3 146
e 3 161
e 3 176
e 3 199
e 3 200
e 3 204
e 3 205
e 3 207
e 3 224
e 3 240
e 3 241
e 3 264
e 3 273
e 3 318
e 3 322
e 3 341
e 3 357
e 3 362
e 3 363
e 3 380
e 3 394
e 3 398
e 3 399
e 3 402
e 3 405
e 3 410
e 3 417
e 3 420
e 3 421
e 3 427
e 3 446
e 3 474
e 3 484
e 3 486
e 3 488
e 3 514
e 3 518
e 3 547
e 3 563
e 3 569
e 3 583
e 3 604
e 3 621
e 3 627
e 3 630
e 3 632
e 3 645
e 3 652
e 3 666
e 3 674
e 3 679
e 3 691
e 3 694
e 3 696
e 3 698
e 3 699
e 3 709
e 3 714
e 3 716
e 3 721
e 3 736
e 3 737
e 3 745
e 3 750
e 3 752
e 3 763
e 3 786
e 3 787
e 3 789
e 3 793
e 3 804
e 3 806
e 3 810
e 3 831
e 3 842
e 3 866
e 3 872
e 3 876
e 3 885
e 3 890
e 3 901
e 3 932
e 3 941
e 3 947
e 3 953
e 3 958
e 3 965
e 3 975
e 3 976
e 4 30
e 4 37
e 4 48
e 4 51
e 4 71
e 4 85
e 4 87
e 4 91
e 4 93
e 4 94
e 4 99
e 4 103
e 4 112
e 4 113
e 4 129
e 4 136
e 4 137
e 4 138
e 4 140
e 4 152
e 4 156
e 4 181
e 4 183
e 4 187
e 4 191
e 4 205
e 4 219
e 4 223
e 4 224
e 4 237
e 4 241
e 4 252
e 4 254
e 4 266
e 4 281
e 4 297
e 4 309
e 4 313
e 4 334
e 4 336
e 4 349
e 4 355
e 4 361
e 4 371
e 4 372
e 4 385
e 4 386
e 4 399
e 4 403
e 4 412
e 4 413
e 4 438
e 4 440
e 4 484
e 4 491
e 4 515
e 4 521
e 4 524
e 4 543
e 4 547
e 4 558
e 4 590
e 4 596
e 4 600
e 4 601
e 4 627
e 4 654
e 4 656
e 4 657
e 4 681
e 4 686
e 4 701
e 4 706
e 4 718
e 4 729
e 4 748
e 4 751
e 4 783
e 4 784
e 4 786
e 4 789
e 4 799
e 4 801
e 4 817
e 4 832
e 4 840
e 4 848
e 4 864
e 4 870
e 4 874
e 4 895
e 4 896
e 4 904
e 4 910
e 4 917
e 4 927
e 4 929
e 4 932
e 4 938
e 4 944
e 4 949
e 4 956
e 4 966
e 4 978
e 5 12
e 5 18
e 5 45
e 5 50
e 5 55
e 5 71
e 5 72
e 5 83
e 5 99
e 5 107
e 5 109
e 5 112
e 5 117
e 5 119
e 5 133
e 5 142
e 5 147
e 5 149
e 5 153
e 5 158
e 5 163
e 5 173
e 5 174
e 5 176
e 5 193
e 5 208
e 5 213
e 5 229
e 5 234
e 5 247
e 5 271
e 5 273
e 5 279
e 5 284
e 5 299
e 5 321
e 5 325
e 5 328
e 5 332
e 5 338
e 5 342
e 5 371
e 5 375
e 5 378
e 5 392
e 5 399
e 5 410
e 5 425
e 5 439
e 5 441
e 5 448
e 5 469
e 5 472
e 5 475
e 5 500
e 5 503
e 5 513
e 5 546
e 5 564
e 5 593
e 5 597
e 5 599
e 5 603
e 5 611
e 5 612
e 5 623
e 5 626
e 5 631
e 5 634
