c FILE: m1000-10-2.dat
c
c AUTHOR: Marcelo de Souza
c
c DESCRIPTION: This is a random graph with 1000 vertices.
c   Each of pair of vertices are made adjacent with probability p = 0.1.
c   The random seed used for its generation was 7263861658.
c
c May 7th, 2019
c
p edge 1000 50215
e 1 23
e 1 32
e 1 34
e 1 36
e 1 42
e 1 59
e 1 97
e 1 105
e 1 121
e 1 132
e 1 138
e 1 149
e 1 152
e 1 163
e 1 165
e 1 177
e 1 183
e 1 186
e 1 191
e 1 209
e 1 211
e 1 212
e 1 232
e 1 252
e 1 273
e 1 277
e 1 282
e 1 310
e 1 313
e 1 321
e 1 322
e 1 329
e 1 332
e 1 334
e 1 339
e 1 361
e 1 362
e 1 367
e 1 373
e 1 401
e 1 409
e 1 425
e 1 445
e 1 446
e 1 452
e 1 454
e 1 455
e 1 456
e 1 463
e 1 489
e 1 494
e 1 495
e 1 515
e 1 517
e 1 524
e 1 535
e 1 536
e 1 548
e 1 567
e 1 588
e 1 590
e 1 596
e 1 600
e 1 617
e 1 622
e 1 658
e 1 670
e 1 673
e 1 675
e 1 691
e 1 711
e 1 726
e 1 727
e 1 742
e 1 744
e 1 752
e 1 753
e 1 755
e 1 779
e 1 785
e 1 791
e 1 805
e 1 816
e 1 823
e 1 829
e 1 840
e 1 842
e 1 845
e 1 853
e 1 875
e 1 879
e 1 880
e 1 881
e 1 885
e 1 917
e 1 937
e 1 938
e 1 939
e 1 965
e 1 967
e 1 985
e 1 987
e 1 996
e 2 11
e 2 16
e 2 34
e 2 36
e 2 40
e 2 45
e 2 53
e 2 56
e 2 76
e 2 79
e 2 98
e 2 107
e 2 124
e 2 134
e 2 136
e 2 142
e 2 143
e 2 151
e 2 163
e 2 166
e 2 169
e 2 172
e 2 178
e 2 181
e 2 182
e 2 185
e 2 192
e 2 199
e 2 201
e 2 211
e 2 217
e 2 223
e 2 224
e 2 231
e 2 256
e 2 258
e 2 267
e 2 279
e 2 291
e 2 292
e 2 335
e 2 365
e 2 368
e 2 379
e 2 380
e 2 400
e 2 407
e 2 408
e 2 419
e 2 435
e 2 438
e 2 461
e 2 479
e 2 499
e 2 503
e 2 507
e 2 510
e 2 544
e 2 553
e 2 557
e 2 560
e 2 563
e 2 567
e 2 577
e 2 593
e 2 595
e 2 603
e 2 608
e 2 618
e 2 620
e 2 633
e 2 636
e 2 642
e 2 646
e 2 659
e 2 665
e 2 674
e 2 685
e 2 687
e 2 698
e 2 703
e 2 708
e 2 711
e 2 712
e 2 714
e 2 717
e 2 723
e 2 740
e 2 744
e 2 745
e 2 760
e 2 764
e 2 768
e 2 786
e 2 801
e 2 804
e 2 821
e 2 851
e 2 866
e 2 870
e 2 874
e 2 887
e 2 888
e 2 891
e 2 893
e 2 898
e 2 919
e 2 921
e 2 925
e 2 928
e 2 930
e 2 942
e 2 960
e 3 8
e 3 11
e 3 19
e 3 43
e 3 45
e 3 57
e 3 68
e 3 77
e 3 82
e 3 96
e 3 98
e 3 101
e 3 113
e 3 119
e 3 125
e 3 133
e 3 135
e 3 148
e 3 165
e 3 166
e 3 177
e 3 184
e 3 209
e 3 211
e 3 217
e 3 218
e 3 233
e 3 244
e 3 245
e 3 269
e 3 276
e 3 281
e 3 285
e 3 293
e 3 298
e 3 302
e 3 328
e 3 332
e 3 356
e 3 365
e 3 372
e 3 384
e 3 402
e 3 420
e 3 426
e 3 428
e 3 435
e 3 454
e 3 469
e 3 488
e 3 489
e 3 490
e 3 554
e 3 556
e 3 562
e 3 578
e 3 582
e 3 583
e 3 590
e 3 597
e 3 611
e 3 631
e 3 656
e 3 663
e 3 681
e 3 685
e 3 700
e 3 767
e 3 776
e 3 803
e 3 804
e 3 842
e 3 853
e 3 858
e 3 863
e 3 864
e 3 870
e 3 895
e 3 901
e 3 924
e 3 929
e 3 942
e 3 945
e 3 947
e 3 959
e 3 972
e 3 976
e 3 983
e 3 985
e 4 9
e 4 10
e 4 46
e 4 55
e 4 56
e 4 57
e 4 69
e 4 70
e 4 74
e 4 92
e 4 94
e 4 106
e 4 118
e 4 129
e 4 135
e 4 178
e 4 183
e 4 187
e 4 190
e 4 199
e 4 206
e 4 210
e 4 213
e 4 216
e 4 225
e 4 244
e 4 255
e 4 261
e 4 267
e 4 275
e 4 278
e 4 281
e 4 285
e 4 293
e 4 294
e 4 298
e 4 302
e 4 303
e 4 308
e 4 309
e 4 313
e 4 317
e 4 342
e 4 346
e 4 380
e 4 393
e 4 421
e 4 423
e 4 425
e 4 435
e 4 447
e 4 451
e 4 453
e 4 455
e 4 469
e 4 473
e 4 484
e 4 486
e 4 492
e 4 494
e 4 527
e 4 545
e 4 570
e 4 571
e 4 580
e 4 582
e 4 584
e 4 592
e 4 608
e 4 610
e 4 613
e 4 631
e 4 641
e 4 662
e 4 672
e 4 675
e 4 676
e 4 681
e 4 683
e 4 688
e 4 705
e 4 724
e 4 731
e 4 757
e 4 769
e 4 774
e 4 782
e 4 785
e 4 798
e 4 801
e 4 802
e 4 813
e 4 832
e 4 851
e 4 853
e 4 855
e 4 856
e 4 889
e 4 897
e 4 899
e 4 918
e 4 931
e 4 933
e 4 954
e 4 960
e 4 973
e 4 985
e 5 10
e 5 11
e 5 15
e 5 17
e 5 23
e 5 28
e 5 37
e 5 47
e 5 55
e 5 66
e 5 67
e 5 70
e 5 82
e 5 99
e 5 100
e 5 103
e 5 121
e 5 147
e 5 160
e 5 183
e 5 184
e 5 187
e 5 190
e 5 203
e 5 204
e 5 206
e 5 209
e 5 226
e 5 255
e 5 273
e 5 300
e 5 321
e 5 322
e 5 337
e 5 339
e 5 363
e 5 392
e 5 399
e 5 406
e 5 419
e 5 445
e 5 452
e 5 459
e 5 463
e 5 482
e 5 491
e 5 497
e 5 508
e 5 532
e 5 550
e 5 596
e 5 637
e 5 638
e 5 650
e 5 651
e 5 688
e 5 689
e 5 692
e 5 693
e 5 696
