c FILE: m250-10-1.dat
c
c AUTHOR: Marcelo de Souza
c
c DESCRIPTION: This is a random graph with 250 vertices.
c   Each of pair of vertices are made adjacent with probability p = 0.1.
c   The random seed used for its generation was 7345851878.
c
c May 7th, 2019
c
p edge 250 3151
e 1 14
e 1 26
e 1 32
e 1 46
e 1 66
e 1 70
e 1 101
e 1 105
e 1 119
e 1 120
e 1 156
e 1 158
e 1 160
e 1 163
e 1 174
e 1 182
e 1 194
e 1 200
e 1 203
e 1 208
e 1 211
e 2 12
e 2 14
e 2 22
e 2 23
e 2 40
e 2 41
e 2 62
e 2 104
e 2 107
e 2 125
e 2 138
e 2 139
e 2 140
e 2 160
e 2 165
e 2 169
e 2 173
e 2 177
e 2 182
e 2 189
e 2 190
e 2 193
e 2 198
e 2 201
e 2 205
e 2 206
e 2 209
e 2 212
e 2 218
e 3 16
e 3 65
e 3 78
e 3 95
e 3 103
e 3 125
e 3 127
e 3 130
e 3 138
e 3 147
e 3 162
e 3 166
e 3 197
e 3 201
e 3 214
e 3 216
e 3 222
e 3 223
e 3 226
e 4 24
e 4 28
e 4 46
e 4 48
e 4 59
e 4 70
e 4 75
e 4 78
e 4 81
e 4 85
e 4 94
e 4 95
e 4 115
e 4 120
e 4 122
e 4 130
e 4 147
e 4 150
e 4 153
e 4 155
e 4 158
e 4 161
e 4 169
e 4 179
e 4 189
e 4 195
e 4 210
e 4 215
e 4 218
e 4 238
e 4 246
e 5 13
e 5 27
e 5 28
e 5 34
e 5 38
e 5 51
e 5 59
e 5 64
e 5 73
e 5 78
e 5 79
e 5 86
e 5 94
e 5 96
e 5 97
e 5 100
e 5 109
e 5 114
e 5 116
e 5 123
e 5 125
e 5 129
e 5 131
e 5 143
e 5 169
e 5 176
e 5 181
e 5 187
e 5 188
e 5 195
e 5 200
e 5 203
e 5 204
e 5 208
e 5 209
e 5 222
e 5 224
e 5 240
e 5 241
e 5 243
e 5 245
e 6 10
e 6 15
e 6 30
e 6 31
e 6 42
e 6 49
e 6 50
e 6 53
e 6 58
e 6 78
e 6 90
e 6 91
e 6 104
e 6 117
e 6 128
e 6 131
e 6 152
e 6 162
e 6 163
e 6 189
e 6 209
e 6 215
e 6 225
e 7 25
e 7 30
e 7 38
e 7 41
e 7 49
e 7 58
e 7 68
e 7 70
e 7 78
e 7 92
e 7 104
e 7 124
e 7 127
e 7 129
e 7 130
e 7 145
e 7 192
e 7 210
e 7 214
e 7 226
e 7 227
e 8 9
e 8 10
e 8 11
e 8 15
e 8 62
e 8 69
e 8 85
e 8 115
e 8 119
e 8 132
e 8 141
e 8 143
e 8 148
e 8 156
e 8 182
e 8 186
e 8 194
e 8 213
e 8 214
e 8 216
e 8 220
e 8 227
e 8 235
e 8 243
e 9 10
e 9 13
e 9 23
e 9 75
e 9 119
e 9 126
e 9 162
e 9 165
e 9 167
e 9 168
e 9 202
e 9 216
e 9 237
e 9 240
e 9 247
e 9 250
e 10 11
e 10 14
e 10 26
e 10 31
e 10 52
e 10 53
e 10 64
e 10 80
e 10 96
e 10 110
e 10 130
e 10 139
e 10 141
e 10 142
e 10 144
e 10 192
e 10 199
e 10 213
e 10 219
e 10 221
e 10 230
e 10 236
e 10 238
e 10 246
e 11 17
e 11 19
e 11 21
e 11 29
e 11 37
e 11 47
e 11 48
e 11 56
e 11 59
e 11 74
e 11 76
e 11 99
e 11 101
e 11 112
e 11 130
e 11 145
e 11 147
e 11 155
e 11 161
e 11 164
e 11 187
e 11 191
e 11 199
e 11 203
e 11 205
e 11 210
e 11 216
e 11 221
e 11 227
e 11 243
e 12 13
e 12 26
e 12 34
e 12 63
e 12 70
e 12 104
e 12 138
e 12 157
e 12 182
e 12 191
e 12 198
e 12 206
e 12 222
e 12 223
e 12 226
e 12 245
e 12 249
e 13 15
e 13 23
e 13 32
e 13 34
e 13 52
e 13 54
e 13 67
e 13 69
e 13 81
e 13 89
e 13 96
e 13 97
e 13 102
e 13 109
e 13 132
e 13 134
e 13 135
e 13 140
e 13 144
e 13 197
e 13 213
e 13 219
e 13 222
e 13 233
e 13 239
e 14 16
e 14 23
e 14 33
e 14 36
e 14 44
e 14 53
e 14 70
e 14 74
e 14 77
e 14 82
e 14 84
e 14 88
e 14 104
e 14 139
e 14 174
e 14 180
e 14 184
e 14 193
e 14 197
e 14 203
e 14 206
e 14 213
e 14 214
e 14 227
e 14 241
e 14 242
e 14 245
e 15 18
e 15 28
e 15 41
e 15 42
e 15 52
e 15 66
e 15 68
e 15 75
e 15 76
e 15 82
e 15 86
e 15 87
e 15 89
e 15 90
e 15 100
e 15 102
e 15 110
e 15 116
e 15 119
e 15 123
e 15 140
e 15 144
e 15 181
e 15 184
e 15 187
e 15 189
e 15 193
e 15 198
e 15 214
e 15 223
e 15 224
e 15 241
e 15 248
e 16 30
e 16 43
e 16 49
e 16 69
e 16 82
e 16 98
e 16 103
e 16 106
e 16 107
e 16 112
e 16 113
e 16 115
e 16 126
e 16 139
e 16 146
e 16 156
e 16 160
e 16 174
e 16 175
e 16 181
e 16 183
e 16 184
e 16 192
e 16 200
e 16 201
e 16 210
e 16 220
e 16 228
e 16 230
e 16 233
e 16 244
e 17 36
e 17 37
e 17 42
e 17 47
e 17 54
e 17 81
e 17 88
e 17 107
e 17 120
e 17 124
e 17 130
e 17 134
e 17 143
e 17 147
e 17 155
e 17 159
e 17 166
e 17 173
e 17 176
e 17 209
e 17 217
e 17 220
e 17 245
e 17 248
e 18 23
e 18 29
e 18 32
e 18 61
e 18 89
e 18 103
e 18 127
e 18 138
e 18 149
e 18 153
e 18 169
e 18 199
e 18 206
e 18 215
e 18 218
e 18 227
e 18 232
e 18 233
e 19 21
e 19 22
e 19 32
e 19 47
e 19 66
e 19 107
e 19 116
e 19 118
e 19 124
e 19 133
e 19 142
e 19 150
e 19 157
e 19 167
e 19 188
e 19 210
e 19 222
e 19 224
e 19 242
