c FILE: m500-10-1.dat
c
c AUTHOR: Marcelo de Souza
c
c DESCRIPTION: This is a random graph with 500 vertices.
c   Each of pair of vertices are made adjacent with probability p = 0.1.
c   The random seed used for its generation was 9353873536.
c
c May 7th, 2019
c
p edge 500 12380
e 1 6
e 1 16
e 1 20
e 1 26
e 1 27
e 1 31
e 1 35
e 1 38
e 1 48
e 1 56
e 1 72
e 1 80
e 1 84
e 1 88
e 1 92
e 1 107
e 1 113
e 1 114
e 1 132
e 1 133
e 1 148
e 1 154
e 1 160
e 1 162
e 1 163
e 1 167
e 1 173
e 1 188
e 1 216
e 1 220
e 1 240
e 1 267
e 1 275
e 1 311
e 1 315
e 1 319
e 1 322
e 1 324
e 1 327
e 1 334
e 1 337
e 1 343
e 1 352
e 1 355
e 1 361
e 1 366
e 1 374
e 1 379
e 1 380
e 1 409
e 1 419
e 1 427
e 1 452
e 1 454
e 1 459
e 1 475
e 1 476
e 1 481
e 1 494
e 2 6
e 2 12
e 2 17
e 2 18
e 2 22
e 2 40
e 2 41
e 2 43
e 2 64
e 2 65
e 2 75
e 2 76
e 2 78
e 2 83
e 2 99
e 2 104
e 2 109
e 2 113
e 2 114
e 2 128
e 2 152
e 2 178
e 2 184
e 2 188
e 2 209
e 2 214
e 2 220
e 2 222
e 2 263
e 2 275
e 2 295
e 2 300
e 2 302
e 2 304
e 2 314
e 2 337
e 2 353
e 2 397
e 2 415
e 2 450
e 2 453
e 2 457
e 2 464
e 2 470
e 2 471
e 2 483
e 2 497
e 3 17
e 3 18
e 3 24
e 3 29
e 3 62
e 3 63
e 3 67
e 3 68
e 3 78
e 3 82
e 3 86
e 3 87
e 3 107
e 3 111
e 3 112
e 3 115
e 3 117
e 3 124
e 3 141
e 3 159
e 3 164
e 3 185
e 3 197
e 3 198
e 3 202
e 3 213
e 3 229
e 3 237
e 3 280
e 3 290
e 3 301
e 3 305
e 3 308
e 3 331
e 3 338
e 3 340
e 3 356
e 3 359
e 3 369
e 3 371
e 3 377
e 3 387
e 3 391
e 3 406
e 3 436
e 3 455
e 3 461
e 3 464
e 3 482
e 3 485
e 3 493
e 4 11
e 4 20
e 4 40
e 4 41
e 4 58
e 4 80
e 4 85
e 4 86
e 4 87
e 4 93
e 4 103
e 4 114
e 4 120
e 4 124
e 4 132
e 4 153
e 4 157
e 4 181
e 4 196
e 4 197
e 4 200
e 4 221
e 4 237
e 4 238
e 4 245
e 4 246
e 4 267
e 4 275
e 4 279
e 4 281
e 4 301
e 4 308
e 4 311
e 4 330
e 4 340
e 4 345
e 4 366
e 4 367
e 4 372
e 4 402
e 4 444
e 4 466
e 4 487
e 4 489
e 5 17
e 5 21
e 5 32
e 5 33
e 5 39
e 5 46
e 5 59
e 5 67
e 5 69
e 5 82
e 5 95
e 5 113
e 5 114
e 5 118
e 5 128
e 5 130
e 5 146
e 5 148
e 5 162
e 5 167
e 5 171
e 5 186
e 5 190
e 5 209
e 5 236
e 5 239
e 5 242
e 5 248
e 5 262
e 5 263
e 5 266
e 5 267
e 5 274
e 5 287
e 5 289
e 5 293
e 5 294
e 5 297
e 5 303
e 5 304
e 5 306
e 5 310
e 5 315
e 5 323
e 5 333
e 5 344
e 5 345
e 5 355
e 5 356
e 5 365
e 5 387
e 5 403
e 5 423
e 5 431
e 5 433
e 5 444
e 5 457
e 5 483
e 6 15
e 6 19
e 6 21
e 6 22
e 6 25
e 6 26
e 6 30
e 6 53
e 6 54
e 6 58
e 6 75
e 6 80
e 6 84
e 6 85
e 6 89
e 6 97
e 6 101
e 6 115
e 6 117
e 6 129
e 6 186
e 6 197
e 6 199
e 6 204
e 6 216
e 6 222
e 6 238
e 6 244
e 6 253
e 6 259
e 6 261
e 6 278
e 6 280
e 6 286
e 6 290
e 6 291
e 6 312
e 6 322
e 6 325
e 6 326
e 6 330
e 6 345
e 6 346
e 6 347
e 6 361
e 6 373
e 6 375
e 6 377
e 6 422
e 6 424
e 6 425
e 6 433
e 6 440
e 6 450
e 6 455
e 6 462
e 6 469
e 7 11
e 7 29
e 7 30
e 7 67
e 7 76
e 7 83
e 7 84
e 7 99
e 7 100
e 7 110
e 7 111
e 7 124
e 7 140
e 7 145
e 7 151
e 7 152
e 7 167
e 7 175
e 7 178
e 7 189
e 7 204
e 7 213
e 7 219
e 7 228
e 7 235
e 7 252
e 7 254
e 7 262
e 7 264
e 7 270
e 7 280
e 7 281
e 7 283
e 7 289
e 7 307
e 7 314
e 7 315
e 7 322
e 7 329
e 7 340
e 7 351
e 7 359
e 7 362
e 7 369
e 7 373
e 7 394
e 7 396
e 7 400
e 7 411
e 7 412
e 7 431
e 7 434
e 7 437
e 7 448
e 7 449
e 7 452
e 7 473
e 7 475
e 7 497
e 8 14
e 8 21
e 8 24
e 8 30
e 8 34
e 8 43
e 8 47
e 8 53
e 8 109
e 8 114
e 8 119
e 8 124
e 8 129
e 8 151
e 8 154
e 8 156
e 8 163
e 8 168
e 8 171
e 8 176
e 8 187
e 8 218
e 8 222
e 8 231
e 8 232
e 8 233
e 8 235
e 8 241
e 8 255
e 8 269
e 8 277
e 8 279
e 8 289
e 8 296
e 8 301
e 8 303
e 8 318
e 8 338
e 8 348
e 8 367
e 8 369
e 8 394
e 8 399
e 8 410
e 8 423
e 8 445
e 8 449
e 8 464
e 8 498
e 9 27
e 9 30
e 9 38
e 9 62
e 9 65
e 9 73
e 9 77
e 9 85
e 9 94
e 9 95
e 9 109
e 9 110
e 9 126
e 9 128
e 9 136
e 9 146
e 9 191
e 9 192
e 9 205
e 9 216
e 9 231
e 9 232
e 9 246
e 9 254
e 9 263
e 9 267
e 9 281
e 9 282
e 9 293
e 9 302
e 9 318
e 9 322
e 9 341
e 9 342
e 9 349
e 9 386
e 9 396
e 9 408
e 9 409
e 9 419
e 9 425
e 9 432
e 9 450
e 9 461
e 9 475
e 9 484
e 9 488
e 10 14
e 10 27
