c FILE: m250-10-2.dat
c
c AUTHOR: Marcelo de Souza
c
c DESCRIPTION: This is a random graph with 250 vertices.
c   Each of pair of vertices are made adjacent with probability p = 0.1.
c   The random seed used for its generation was 6244048966.
c
c May 7th, 2019
c
p edge 250 3085
e 1 13
e 1 29
e 1 30
e 1 32
e 1 34
e 1 40
e 1 43
e 1 52
e 1 102
e 1 109
e 1 118
e 1 121
e 1 133
e 1 137
e 1 146
e 1 147
e 1 165
e 1 178
e 1 206
e 1 209
e 1 219
e 1 243
e 1 249
e 2 5
e 2 21
e 2 28
e 2 31
e 2 45
e 2 51
e 2 56
e 2 65
e 2 67
e 2 80
e 2 89
e 2 93
e 2 97
e 2 103
e 2 115
e 2 124
e 2 127
e 2 132
e 2 136
e 2 158
e 2 177
e 2 194
e 2 213
e 2 234
e 2 236
e 2 239
e 3 7
e 3 12
e 3 20
e 3 25
e 3 43
e 3 46
e 3 70
e 3 77
e 3 91
e 3 101
e 3 109
e 3 116
e 3 117
e 3 130
e 3 138
e 3 146
e 3 166
e 3 189
e 3 192
e 3 193
e 3 198
e 3 207
e 3 208
e 3 220
e 3 231
e 3 234
e 3 236
e 3 237
e 4 8
e 4 10
e 4 15
e 4 20
e 4 28
e 4 50
e 4 66
e 4 78
e 4 84
e 4 86
e 4 104
e 4 106
e 4 111
e 4 126
e 4 128
e 4 132
e 4 135
e 4 150
e 4 154
e 4 164
e 4 184
e 4 190
e 4 194
e 4 195
e 4 213
e 4 218
e 4 233
e 5 23
e 5 57
e 5 65
e 5 68
e 5 94
e 5 106
e 5 114
e 5 120
e 5 143
e 5 155
e 5 162
e 5 166
e 5 178
e 5 184
e 5 196
e 5 206
e 6 7
e 6 13
e 6 29
e 6 40
e 6 42
e 6 60
e 6 67
e 6 111
e 6 121
e 6 131
e 6 134
e 6 158
e 6 162
e 6 166
e 6 178
e 6 193
e 6 207
e 6 229
e 6 234
e 6 240
e 7 16
e 7 29
e 7 35
e 7 55
e 7 73
e 7 75
e 7 96
e 7 102
e 7 111
e 7 115
e 7 119
e 7 122
e 7 139
e 7 156
e 7 167
e 7 175
e 7 177
e 7 188
e 7 204
e 7 240
e 8 15
e 8 29
e 8 48
e 8 68
e 8 73
e 8 78
e 8 82
e 8 84
e 8 85
e 8 92
e 8 114
e 8 115
e 8 117
e 8 119
e 8 127
e 8 129
e 8 149
e 8 163
e 8 172
e 8 194
e 8 208
e 8 210
e 8 227
e 8 231
e 8 235
e 8 239
e 8 250
e 9 13
e 9 17
e 9 21
e 9 43
e 9 64
e 9 78
e 9 80
e 9 95
e 9 100
e 9 109
e 9 114
e 9 128
e 9 129
e 9 140
e 9 154
e 9 160
e 9 162
e 9 169
e 9 170
e 9 173
e 9 179
e 9 188
e 9 197
e 9 231
e 9 246
e 10 14
e 10 20
e 10 27
e 10 38
e 10 57
e 10 59
e 10 73
e 10 87
e 10 93
e 10 116
e 10 133
e 10 136
e 10 143
e 10 154
e 10 163
e 10 165
e 10 186
e 10 194
e 10 204
e 10 216
e 10 217
e 10 230
e 10 234
e 10 249
e 11 21
e 11 25
e 11 29
e 11 40
e 11 43
e 11 45
e 11 51
e 11 59
e 11 62
e 11 64
e 11 76
e 11 83
e 11 101
e 11 102
e 11 109
e 11 110
e 11 114
e 11 119
e 11 136
e 11 137
e 11 142
e 11 148
e 11 157
e 11 159
e 11 186
e 11 199
e 11 205
e 11 208
e 11 222
e 11 225
e 11 242
e 11 248
e 11 250
e 12 33
e 12 48
e 12 65
e 12 80
e 12 98
e 12 107
e 12 138
e 12 140
e 12 171
e 12 177
e 12 180
e 12 194
e 12 199
e 12 213
e 12 228
e 12 236
e 13 14
e 13 21
e 13 27
e 13 42
e 13 44
e 13 45
e 13 67
e 13 68
e 13 75
e 13 85
e 13 90
e 13 93
e 13 94
e 13 101
e 13 116
e 13 133
e 13 139
e 13 144
e 13 159
e 13 160
e 13 163
e 13 164
e 13 165
e 13 169
e 13 175
e 13 177
e 13 183
e 13 188
e 13 189
e 13 194
e 13 233
e 13 241
e 14 15
e 14 20
e 14 21
e 14 28
e 14 41
e 14 42
e 14 61
e 14 67
e 14 97
e 14 100
e 14 111
e 14 113
e 14 121
e 14 122
e 14 128
e 14 143
e 14 170
e 14 174
e 14 222
e 14 243
e 15 60
e 15 80
e 15 84
e 15 94
e 15 110
e 15 113
e 15 132
e 15 139
e 15 141
e 15 142
e 15 143
e 15 147
e 15 158
e 15 165
e 15 183
e 15 193
e 15 203
e 15 214
e 15 217
e 15 221
e 15 224
e 15 246
e 16 30
e 16 33
e 16 42
e 16 55
e 16 59
e 16 60
e 16 75
e 16 99
e 16 101
e 16 104
e 16 106
e 16 107
e 16 111
e 16 115
e 16 118
e 16 122
e 16 126
e 16 127
e 16 131
e 16 158
e 16 178
e 16 192
e 16 195
e 16 196
e 16 204
e 16 235
e 16 247
e 16 248
e 17 22
e 17 26
e 17 32
e 17 45
e 17 48
e 17 60
e 17 72
e 17 83
e 17 150
e 17 155
e 17 165
e 17 166
e 17 169
e 17 176
e 17 207
e 17 210
e 17 225
e 17 231
e 17 232
e 17 238
e 17 239
e 17 240
e 17 248
e 17 249
e 18 20
e 18 23
e 18 33
e 18 35
e 18 39
e 18 45
e 18 60
e 18 67
e 18 69
e 18 83
e 18 93
e 18 95
e 18 99
e 18 100
e 18 107
e 18 109
e 18 128
e 18 133
e 18 148
e 18 160
e 18 169
e 18 180
e 18 182
e 18 189
e 18 199
e 18 206
e 18 207
e 18 213
e 18 218
e 18 224
e 18 232
e 18 241
e 18 245
e 18 246
e 19 23
e 19 39
e 19 43
e 19 62
e 19 66
e 19 88
e 19 91
e 19 98
e 19 99
e 19 116
e 19 120
e 19 130
e 19 133
e 19 136
e 19 156
e 19 161
e 19 163
e 19 168
e 19 175
e 19 182
e 19 190
e 19 192
e 19 196
e 19 205
e 19 207
e 19 208
e 19 212
e 19 223
