c FILE: m1000-10-3.dat
c
c AUTHOR: Marcelo de Souza
c
c DESCRIPTION: This is a random graph with 1000 vertices.
c   Each of pair of vertices are made adjacent with probability p = 0.1.
c   The random seed used for its generation was 459909440.
c
c May 7th, 2019
c
p edge 1000 50161
e 1 5
e 1 11
e 1 18
e 1 23
e 1 31
e 1 38
e 1 53
e 1 89
e 1 102
e 1 105
e 1 110
e 1 131
e 1 133
e 1 137
e 1 140
e 1 160
e 1 178
e 1 195
e 1 199
e 1 211
e 1 212
e 1 215
e 1 230
e 1 231
e 1 242
e 1 252
e 1 254
e 1 261
e 1 293
e 1 306
e 1 329
e 1 340
e 1 341
e 1 351
e 1 362
e 1 371
e 1 384
e 1 423
e 1 457
e 1 465
e 1 493
e 1 502
e 1 506
e 1 510
e 1 516
e 1 517
e 1 526
e 1 534
e 1 560
e 1 572
e 1 580
e 1 583
e 1 589
e 1 605
e 1 628
e 1 631
e 1 633
e 1 643
e 1 656
e 1 659
e 1 664
e 1 668
e 1 669
e 1 683
e 1 694
e 1 696
e 1 716
e 1 718
e 1 729
e 1 751
e 1 763
e 1 764
e 1 766
e 1 767
e 1 777
e 1 787
e 1 788
e 1 793
e 1 794
e 1 798
e 1 819
e 1 827
e 1 850
e 1 856
e 1 859
e 1 860
e 1 879
e 1 882
e 1 892
e 1 904
e 1 916
e 1 920
e 1 922
e 1 935
e 1 941
e 1 949
e 1 954
e 1 965
e 1 977
e 1 990
e 1 995
e 2 7
e 2 18
e 2 21
e 2 31
e 2 42
e 2 43
e 2 45
e 2 59
e 2 65
e 2 104
e 2 124
e 2 128
e 2 131
e 2 136
e 2 141
e 2 151
e 2 152
e 2 153
e 2 163
e 2 185
e 2 213
e 2 216
e 2 233
e 2 239
e 2 242
e 2 248
e 2 249
e 2 250
e 2 252
e 2 261
e 2 268
e 2 269
e 2 299
e 2 304
e 2 306
e 2 307
e 2 315
e 2 320
e 2 322
e 2 323
e 2 333
e 2 343
e 2 345
e 2 356
e 2 381
e 2 386
e 2 390
e 2 394
e 2 395
e 2 398
e 2 414
e 2 441
e 2 447
e 2 448
e 2 472
e 2 476
e 2 482
e 2 489
e 2 492
e 2 499
e 2 508
e 2 529
e 2 547
e 2 550
e 2 573
e 2 579
e 2 583
e 2 585
e 2 594
e 2 601
e 2 616
e 2 665
e 2 670
e 2 673
e 2 679
e 2 714
e 2 736
e 2 738
e 2 743
e 2 746
e 2 774
e 2 787
e 2 789
e 2 790
e 2 795
e 2 796
e 2 811
e 2 823
e 2 829
e 2 841
e 2 846
e 2 852
e 2 856
e 2 870
e 2 873
e 2 877
e 2 882
e 2 883
e 2 885
e 2 955
e 2 964
e 2 981
e 2 983
e 3 24
e 3 26
e 3 33
e 3 39
e 3 45
e 3 46
e 3 48
e 3 54
e 3 60
e 3 61
e 3 64
e 3 76
e 3 80
e 3 93
e 3 95
e 3 114
e 3 121
e 3 143
e 3 181
e 3 187
e 3 198
e 3 207
e 3 221
e 3 229
e 3 233
e 3 242
e 3 245
e 3 278
e 3 286
e 3 294
e 3 296
e 3 297
e 3 319
e 3 330
e 3 331
e 3 339
e 3 342
e 3 344
e 3 349
e 3 361
e 3 368
e 3 387
e 3 403
e 3 419
e 3 430
e 3 438
e 3 446
e 3 463
e 3 467
e 3 470
e 3 476
e 3 478
e 3 491
e 3 502
e 3 504
e 3 507
e 3 509
e 3 528
e 3 532
e 3 546
e 3 552
e 3 554
e 3 560
e 3 579
e 3 580
e 3 591
e 3 605
e 3 613
e 3 615
e 3 623
e 3 624
e 3 633
e 3 645
e 3 659
e 3 670
e 3 681
e 3 684
e 3 690
e 3 695
e 3 702
e 3 705
e 3 722
e 3 727
e 3 729
e 3 751
e 3 773
e 3 775
e 3 797
e 3 811
e 3 820
e 3 840
e 3 841
e 3 843
e 3 848
e 3 852
e 3 855
e 3 860
e 3 861
e 3 867
e 3 877
e 3 890
e 3 901
e 3 916
e 3 926
e 3 930
e 3 939
e 3 943
e 3 963
e 3 976
e 3 982
e 3 987
e 3 991
e 3 992
e 3 997
e 4 6
e 4 51
e 4 56
e 4 59
e 4 61
e 4 63
e 4 75
e 4 84
e 4 94
e 4 98
e 4 107
e 4 111
e 4 114
e 4 123
e 4 124
e 4 131
e 4 139
e 4 151
e 4 153
e 4 156
e 4 182
e 4 190
e 4 196
e 4 218
e 4 226
e 4 230
e 4 231
e 4 232
e 4 233
e 4 236
e 4 245
e 4 251
e 4 252
e 4 257
e 4 258
e 4 287
e 4 323
e 4 329
e 4 330
e 4 340
e 4 342
e 4 343
e 4 348
e 4 357
e 4 376
e 4 391
e 4 414
e 4 423
e 4 429
e 4 434
e 4 475
e 4 481
e 4 482
e 4 489
e 4 495
e 4 496
e 4 504
e 4 511
e 4 532
e 4 557
e 4 568
e 4 578
e 4 588
e 4 606
e 4 623
e 4 631
e 4 633
e 4 638
e 4 653
e 4 663
e 4 666
e 4 683
e 4 685
e 4 700
e 4 709
e 4 711
e 4 716
e 4 727
e 4 732
e 4 750
e 4 759
e 4 771
e 4 786
e 4 808
e 4 810
e 4 813
e 4 821
e 4 828
e 4 832
e 4 835
e 4 837
e 4 856
e 4 860
e 4 866
e 4 867
e 4 875
e 4 880
e 4 896
e 4 897
e 4 902
e 4 903
e 4 913
e 4 914
e 4 921
e 4 944
e 4 956
e 4 976
e 4 991
e 5 10
e 5 11
e 5 36
e 5 54
e 5 60
e 5 68
e 5 78
e 5 84
e 5 102
e 5 113
e 5 116
e 5 123
e 5 125
e 5 131
e 5 132
e 5 142
e 5 145
e 5 150
e 5 176
e 5 177
e 5 182
e 5 183
e 5 191
e 5 196
e 5 199
e 5 242
e 5 255
e 5 263
e 5 269
e 5 272
e 5 305
e 5 315
e 5 326
e 5 334
e 5 341
e 5 352
e 5 356
e 5 358
e 5 360
e 5 364
e 5 368
e 5 369
e 5 381
e 5 383
e 5 389
e 5 396
e 5 407
